Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize,Opponent
155000,4.40%,5.09%,0.9449,27.70718649402549,-0.9122,5821821,hueristic
156000,5.90%,5.10%,0.9411,29.329282950377465,-0.8824,5844377,hueristic
157000,5.50%,5.10%,0.9411,29.50617188112057,-0.8901,5866770,hueristic
158000,5.00%,5.10%,0.9411,29.976396263752815,-0.9003,5889464,hueristic
159000,4.90%,5.10%,0.9411,29.622876904700682,-0.9016,5911032,hueristic
160000,5.60%,5.10%,0.9411,29.309024164116135,-0.8883,5932778,hueristic
161000,5.70%,5.10%,0.9411,28.85399740579125,-0.8856,5955137,hueristic
162000,4.80%,5.10%,0.9411,29.095087897031824,-0.9041,5977725,hueristic
163000,5.90%,5.11%,0.9411,28.180742623605855,-0.8821,6000300,hueristic
164000,5.00%,5.11%,0.9411,27.032239454716883,-0.9001,6022021,hueristic
165000,5.00%,5.11%,0.9411,27.238509036496477,-0.8999,6044567,hueristic
166000,6.60%,5.12%,0.9373,29.54024206368133,-0.8686,6066534,hueristic
167000,5.20%,5.12%,0.9373,29.289568243872996,-0.8959,6089234,hueristic
168000,4.80%,5.12%,0.9373,29.88839197806386,-0.9039,6109784,hueristic
169000,6.00%,5.12%,0.9373,29.546229818412304,-0.8802,6131218,hueristic
170000,4.90%,5.12%,0.9373,29.436764284422765,-0.9020,6152765,hueristic
171000,6.20%,5.13%,0.9373,29.013648102373264,-0.8762,6174480,hueristic
172000,6.40%,5.14%,0.9373,29.231291200956946,-0.8719,6196359,hueristic
173000,4.80%,5.13%,0.9373,28.543673105670003,-0.9038,6217634,hueristic
174000,5.20%,5.13%,0.9373,27.226028955220247,-0.8959,6238071,hueristic
175000,6.80%,5.14%,0.9373,27.438399835496668,-0.8641,6259448,hueristic
176000,5.70%,5.14%,0.9335,29.53492296925804,-0.8867,6279779,hueristic
177000,5.70%,5.15%,0.9335,29.66275181375394,-0.8858,6300262,hueristic
178000,6.30%,5.15%,0.9335,29.511160334404053,-0.8738,6321376,hueristic
179000,6.00%,5.16%,0.9335,29.252000648846597,-0.8804,6341978,hueristic
180000,6.20%,5.16%,0.9335,28.975014299003593,-0.8760,6362960,hueristic
181000,5.90%,5.17%,0.9335,28.5999064924484,-0.8816,6383597,hueristic
182000,4.90%,5.17%,0.9335,28.847092583727896,-0.9019,6403885,hueristic
183000,5.30%,5.17%,0.9335,28.104251910432367,-0.8946,6424576,hueristic
184000,4.30%,5.16%,0.9335,28.263623818591505,-0.9139,6445221,hueristic
185000,5.30%,5.16%,0.9335,27.09056193831284,-0.8939,6465525,hueristic
186000,5.90%,5.16%,0.9297,30.19896224907239,-0.8822,6485820,hueristic
187000,5.40%,5.17%,0.9297,30.090740646433336,-0.8926,6506817,hueristic
188000,5.60%,5.17%,0.9297,30.136233637471044,-0.8876,6527231,hueristic
189000,4.40%,5.16%,0.9297,29.847470643205884,-0.9121,6547446,hueristic
190000,5.30%,5.16%,0.9297,29.724280071933272,-0.8939,6566904,hueristic
191000,5.50%,5.17%,0.9297,29.393851914128327,-0.8903,6586955,hueristic
192000,6.50%,5.17%,0.9297,29.613767579833635,-0.8699,6605853,hueristic
193000,5.90%,5.18%,0.9297,29.04628641529885,-0.8816,6625293,hueristic
194000,4.80%,5.18%,0.9297,29.10124313734151,-0.9042,6646267,hueristic
195000,4.40%,5.17%,0.9297,27.834707818296167,-0.9120,6666383,hueristic
196000,5.50%,5.17%,0.9259,29.166566589155796,-0.8905,6686261,hueristic
197000,7.60%,5.18%,0.9259,28.646970674529857,-0.8481,6706924,hueristic
198000,6.50%,5.19%,0.9259,29.151024735882004,-0.8696,6726768,hueristic
199000,5.40%,5.19%,0.9259,29.101178273099617,-0.8923,6745821,hueristic
200000,6.40%,5.20%,0.9259,29.025530703188586,-0.8720,6765412,hueristic
201000,6.40%,5.20%,0.9259,28.681814194169974,-0.8718,6785132,hueristic
202000,6.20%,5.21%,0.9259,28.95855862503848,-0.8762,6804468,hueristic
203000,6.00%,5.21%,0.9259,28.36654199455527,-0.8798,6824159,hueristic
204000,6.80%,5.22%,0.9259,28.532851145714005,-0.8643,6843497,hueristic
205000,7.20%,5.23%,0.9259,27.45821132368668,-0.8558,6863324,hueristic
206000,5.30%,5.23%,0.9221,29.788870666091167,-0.8945,6882172,hueristic
207000,5.80%,5.23%,0.9221,28.966438000902762,-0.8836,6901727,hueristic
208000,5.90%,5.24%,0.9221,29.37786924627471,-0.8824,6921460,hueristic
209000,5.60%,5.24%,0.9221,29.00969206572883,-0.8881,6940917,hueristic
210000,6.30%,5.24%,0.9221,28.80284278643705,-0.8740,6960128,hueristic
211000,6.50%,5.25%,0.9221,28.467566684406513,-0.8702,6978840,hueristic
212000,4.70%,5.25%,0.9221,28.744658890445987,-0.9058,6997392,hueristic
213000,6.70%,5.25%,0.9221,27.990755631827025,-0.8659,7016606,hueristic
214000,6.90%,5.26%,0.9221,28.179255453820666,-0.8622,7034855,hueristic
215000,7.10%,5.27%,0.9221,26.957044574335303,-0.8577,7054509,hueristic
216000,7.20%,5.28%,0.9183,29.022319376055673,-0.8564,7073378,hueristic
217000,6.90%,5.29%,0.9183,29.493183785274358,-0.8622,7091799,hueristic
218000,6.30%,5.29%,0.9183,29.465333028688274,-0.8740,7110324,hueristic
219000,6.30%,5.30%,0.9183,29.06603811699265,-0.8740,7129444,hueristic
220000,6.40%,5.30%,0.9183,28.886511266516532,-0.8721,7147990,hueristic
221000,5.50%,5.30%,0.9183,28.600135475081984,-0.8898,7167069,hueristic
222000,6.00%,5.30%,0.9183,28.830716274606296,-0.8800,7185804,hueristic
223000,5.70%,5.31%,0.9183,28.26669373665753,-0.8861,7203543,hueristic
224000,5.90%,5.31%,0.9183,28.43235311443244,-0.8818,7222457,hueristic
225000,5.50%,5.31%,0.9183,27.154588278948836,-0.8901,7240937,hueristic
226000,6.80%,5.32%,0.9145,28.90386488470785,-0.8647,7259576,hueristic
227000,6.20%,5.32%,0.9145,28.77400738267346,-0.8758,7277214,hueristic
228000,7.20%,5.33%,0.9145,29.18542426437987,-0.8557,7295406,hueristic
229000,6.90%,5.34%,0.9145,28.820751773541243,-0.8621,7313010,hueristic
230000,5.60%,5.34%,0.9145,28.560693299542585,-0.8882,7330701,hueristic
231000,6.20%,5.34%,0.9145,28.3530068498002,-0.8759,7347755,hueristic
232000,6.40%,5.34%,0.9145,28.629295128696256,-0.8721,7365683,hueristic
233000,5.10%,5.34%,0.9145,27.99885264759133,-0.8981,7383391,hueristic
234000,5.20%,5.34%,0.9145,28.22389891403197,-0.8954,7400525,hueristic
235000,6.90%,5.35%,0.9145,27.085542554381245,-0.8623,7417870,hueristic
236000,7.00%,5.36%,0.9107,29.426972368251544,-0.8604,7436416,hueristic
237000,6.40%,5.36%,0.9107,29.090132603209593,-0.8722,7453964,hueristic
238000,6.30%,5.37%,0.9107,29.632274164248866,-0.8741,7471363,hueristic
239000,6.70%,5.37%,0.9107,29.096690117472598,-0.8658,7488901,hueristic
240000,6.80%,5.38%,0.9107,28.806316568184798,-0.8640,7506531,hueristic
241000,6.30%,5.38%,0.9107,28.46939277968139,-0.8741,7523496,hueristic
242000,5.90%,5.38%,0.9107,28.633634285561367,-0.8822,7541499,hueristic
243000,7.20%,5.39%,0.9107,27.990686307050883,-0.8560,7559129,hueristic
